Year,Month,Day,Hour,Minute,Second,Country,State,Location,Lat,Lon,RegionCode,MaxWaterHeight,MagIIDA,IntensitySoloviev,WarningStatus,DeathCount
1867,2,4,,,,GREECE,,IONIAN SEA,38.39,20.52,50.00,,,2.00,,
1867,3,15,18,,,ITALY,,LAKE MAGGIORE,46.00,8.70,50.00,,,,,16.00
1867,4,10,,,,GREECE,,LIXOURI,,,50.00,,,2.00,,
1867,5,7,10,,,NORWAY,,WESTERN NORWAY,58.67,6.17,73.00,,,3.00,,
1867,8,5,,,,AUSTRALIA,,SYDNEY HARBOR,-33.80,151.30,81.00,,,-1.00,,
1867,9,20,3,15,,GREECE,,"PELOPONNESUS, GREECE",36.40,22.20,50.00,6.00,,4.00,,
1867,9,,,,,VENEZUELA,,ISLA DE MARGARITA,10.90,-64.10,74.00,,,,,
1867,10,4,,,,GREECE,,IONIAN SEA,,,50.00,,,,,
1867,11,18,18,45,,USA TERRITORY,VI,VIRGIN ISLANDS,18.10,-65.10,74.00,15.20,2.30,,,24.00
1867,11,19,21,,,GREECE,,AEGEAN SEA,,,50.00,,,,,
1867,12,18,,,,TAIWAN,,E. CHINA SEA,25.34,121.91,84.00,15.00,2.00,2.00,,580.00
1868,3,17,11,37,0,USA TERRITORY,VI,VIRGIN ISLANDS,18.10,-65.10,74.00,1.50,-0.70,,,
1868,4,3,2,24,,USA,HI,HAWAII,19.00,-155.50,80.00,13.70,4.30,3.50,,77.00
1868,4,4,,,,USA,HI,HAWAII,,,80.00,,,,,
1868,4,10,,,,USA,HI,HAWAII,,,80.00,,,,,
1868,4,20,,,,USA,HI,HAWAII,,,80.00,,,,,
1868,4,23,,,,UK,,SW ENGLAND,,,73.00,,,,,
1868,5,15,,,,USA,AK,"SHUMAGIN ISLANDS, AK",55.00,-161.00,87.00,6.10,,2.50,,
1868,5,22,,,,ITALY,,LAKE GARDA,45.70,10.70,50.00,,,,,
1868,5,25,,,,MEXICO,,S. MEXICO,16.80,-99.20,88.00,,,,,
1868,6,13,,,,USA,CA,S. CALIFORNIA,,,88.00,,,,,
1868,8,11,,,,PERU,,PERU-NORTHERN CHILE,,,89.00,,,,,
1868,8,12,,,,MEXICO,,S. MEXICO,16.80,-99.90,88.00,,,,,
1868,8,13,21,30,,CHILE,,NORTHERN CHILE,-18.60,-71.00,89.00,18.00,4.20,3.50,,25000.00
1868,8,13,,,,VENEZUELA,,RIO CARIBE,10.70,-63.10,74.00,,,,,
1868,8,14,1,30,,CHILE,,NORTHERN CHILE,-18.60,-71.00,89.00,0.17,,,,
1868,8,19,,,,INDIA,,ANDAMAN ISLANDS,11.67,92.73,60.00,4.00,2.00,,,
1868,9,5,2,,,ITALY,,CALABRIAN ARC,37.60,15.13,50.00,,,,,
1868,9,14,,,,CHILE,,CENTRAL CHILE,-36.70,-73.20,89.00,1.00,,0.50,,
1868,10,2,7,30,,USA,,HAWAII,,,80.00,6.10,3.20,,,
1868,10,2,,,,PERU,,S. PERU,-17.00,-72.50,89.00,,,0.50,,
1868,10,16,,,,CHILE,,CENTRAL CHILE,-33.10,-71.70,89.00,1.00,,0.50,,
1868,10,18,12,35,,NEW ZEALAND,,,-40.20,173.00,81.00,3.00,,,,
1868,10,21,15,53,,USA,CA,N. CALIFORNIA,37.70,-122.10,88.00,4.50,2.20,0.50,,30.00
1869,1,4,1,30,,NEW ZEALAND,,NORTH ISLAND,-39.05,174.07,81.00,,,,,
1869,1,27,,,,CHILE,,CENTRAL CHILE,-36.60,-73.00,89.00,,,,,
1869,2,6,,,,CHILE,,SOUTHERN CHILE,-39.90,-73.40,89.00,,,,,
1869,2,10,12,59,,USA,CA,N. CALIFORNIA,,,88.00,,,,,
1869,2,13,12,59,,USA,CA,N. CALIFORNIA,,,88.00,,,0.00,,
1869,3,2,,,,NEW ZEALAND,,,-42.72,170.96,81.00,0.60,,,,
1869,3,31,18,0,,NEW ZEALAND,,SOUTH ISlAND,-45.09,170.98,81.00,,,,,
1869,4,22,,,,PERU,,PERU,-12.10,-77.10,89.00,,,1.00,,
1869,6,1,,,,USA,CA,N. CALIFORNIA,,,88.00,,,,,
1869,6,25,,,,CHILE,,NORTHERN CHILE,-19.60,-70.20,89.00,,,,,
1869,7,24,,,,USA,HI,"OFF N COAST OF OAHU, HAWAII",20.00,-155.00,80.00,8.20,3.20,3.00,,
1869,8,9,,,,CHILE,,CENTRAL CHILE,-30.00,-71.40,89.00,3.00,,1.50,,
1869,8,11,,,,AUSTRALIA,,SYDNEY HARBOR,-33.80,151.30,81.00,,,-1.00,,
1869,8,16,7,0,,PHILIPPINES,,SULU SEA,12.50,123.50,84.00,,,0.00,,
1869,8,19,,,,PERU,,S. PERU,,,89.00,,,,,
1869,8,21,16,40,,CHILE,,NORTHERN CHILE,-21.00,-70.00,89.00,,,0.00,,
1869,8,24,17,10,,CHILE,,NORTHERN CHILE,-19.60,-70.23,89.00,2.00,,1.50,,
1869,9,9,,,,GREECE,,AEGEAN SEA,,,50.00,,,,,
1869,10,11,13,,,UKRAINE,,BLACK SEA,44.75,35.00,40.00,,,3.00,,
1869,12,28,,,,GREECE,,IONIAN SEA,38.80,20.70,50.00,,,3.00,,
1870,4,6,19,30,,NEW ZEALAND,,WELLINGTON,-41.29,174.78,81.00,0.60,,,,
1870,4,29,,,,NEW ZEALAND,,WESTPORT,-41.75,171.58,81.00,,,,,
1870,5,11,23,30,,MEXICO,,"PUERTO ANGEL, MEXICO",15.40,-96.30,88.00,,,,,24.00
1870,6,9,13,10,,GUADELOUPE (FRENCH TERRITORY),,GUADELOUPE,,,74.00,,,,,
1870,6,24,,,,EGYPT,,ALEXANDRIA,32.20,29.60,50.00,,,,,
1870,7,29,,,,CROATIA,,ADRIATIC SEA,43.03,16.15,50.00,,,3.00,,
1870,8,1,0,45,,GREECE,,IONIAN SEA,38.50,22.50,50.00,,,4.00,,100.00
1870,8,6,,,,CROATIA,,ADRIATIC SEA,,,50.00,,,,,
1870,8,12,,,,AUSTRALIA,,SYDNEY HARBOR,-33.80,151.30,81.00,,,-1.00,,
1870,10,20,,,,CANADA,QC,"CAPE TRINITY, QUEBEC",47.40,-70.50,75.00,,,,,2.00
1870,10,28,9,45,,ITALY,,TYRRHENIAN SEA,39.28,16.28,50.00,,,,,
1870,11,2,3,30,,ITALY,,CALABRIAN ARC,,,50.00,,,,,
1871,1,17,,,,ITALY,,LIGURIAN SEA,,,50.00,,,4.00,,
1871,2,5,,,,PERU,,S. PERU,-13.65,-76.40,89.00,,,1.00,,
1871,2,7,,,,MEXICO,,S. MEXICO,18.20,-94.50,74.00,0.30,,,,
1871,2,18,,,,USA,HI,HAWAII,,,80.00,,,,,
1871,2,20,8,41,,USA,HI,HAWAII,20.70,-157.00,80.00,,,,,
1871,3,3,,,,INDONESIA,,RUANG,2.28,125.43,83.00,25.00,4.60,3.50,,400.00
1871,3,25,,,,CHILE,,CENTRAL CHILE,-35.00,-72.50,89.00,1.00,,0.50,,
1871,3,,,,,NEW ZEALAND,,WESTPORT,-41.75,171.58,81.00,,,,,
1871,4,30,,,,PHILIPPINES,,SULU SEA,9.20,124.67,84.00,,,2.00,,
1871,6,18,0,0,0,USA,NY,"LONG ISLAND, NEW YORK",40.50,-73.90,75.00,,,,,
1871,8,20,,,,CHILE,,CENTRAL CHILE,-33.10,-71.70,89.00,,-1.00,0.50,,
1871,8,21,,,,PERU,,S. PERU,-13.00,-77.00,89.00,,1.00,1.00,,
1871,8,25,,,,INDONESIA,,N. MOLUCCAS ISLANDS,0.50,123.00,83.00,,,0.00,,
1871,8,,,,,NEW ZEALAND,,"HOKITIKA RIVER, SOUTH ISLAND",-42.72,170.96,81.00,,,,,
1871,9,7,,,,FRANCE,,NORTHERN FRANCE: ILLE-ET-VILAINE,48.70,-2.00,50.00,,,,,
1871,10,5,9,,,CHILE,,NORTHERN CHILE,,,89.00,,,,,
1871,10,5,,,,GREECE,,CORINTH GULF,,,50.00,,,,,
1871,12,28,,,,CHILE,,SOUTHERN CHILE,-41.50,-73.00,89.00,,,0.50,,
1872,1,10,,,,PERU,,S. PERU,-16.40,-71.50,89.00,,,0.00,,
1872,1,13,,,,USA,HI,HAWAII,,,80.00,,,,,
1872,1,22,,,,USA,HI,HAWAII,,,80.00,,,,,
1872,1,26,,,,PHILIPPINES,,PHILIPPINES,16.00,119.00,84.00,,,1.50,,
1872,3,14,8,20,,JAPAN,,SW. HONSHU ISLAND,34.90,132.00,85.00,3.00,1.50,1.00,,804.00
1872,3,26,10,30,,USA,CA,S. CALIFORNIA,36.70,-118.10,88.00,,,,,
1872,6,13,,,,USA,NY,LAKE ONTARIO,43.50,-78.00,75.00,0.60,,,,
1872,8,23,18,6,,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.20,-168.50,87.00,1.30,1.60,0.00,,
1872,8,27,,,,USA,HI,HAWAII,,,80.00,,,,,
1872,9,16,,,,USA,CA,"SAN FRANCISCO, N. CALIFORNIA",,,88.00,0.10,,0.00,,
1872,11,17,,,,USA,ME,"PENOBSCOT BAY, MAINE",44.18,-68.92,75.00,0.51,,,,
1872,,,,,,ICELAND,,ICELAND,,,73.00,,,,,
1872,,,,,,JAPAN,,BONIN ISLANDS [CHICHIJIMA ISLAND],27.07,142.21,85.00,,,2.00,,
1873,7,7,,,,CHILE,,NC. CHILE/ SC. CHILE,,,89.00,,,,,
1873,10,13,,,,PANAMA,,PANAMA CITY,8.96,-79.53,74.00,,,,,
1873,10,25,22,38,,GREECE,,IONIAN SEA,,,50.00,,,,,
1873,11,19,,,,CHILE,,NORTHERN CHILE,-23.60,-70.40,89.00,,,2.00,,
1873,11,23,5,9,,USA,CA,N. CALIFORNIA,42.00,-124.00,88.00,3.05,,,,
1873,,,,,,PAPUA NEW GUINEA,,MACLAY COAST,-5.50,146.00,82.00,,1.00,2.00,,
1874,3,11,,,,USA TERRITORY,VI,VIRGIN ISLANDS,18.10,-65.10,74.00,,,,,
1874,5,,,,,USA,AK,"LITUYA BAY, AK",58.64,-137.57,87.00,24.38,,,,
1874,5,,,,,BANGLADESH,,SUNDERBANS,22.00,89.00,60.00,,,,,2000.00
1874,5,,,,,INDONESIA,,N. MOLUCCAS ISLANDS,,,83.00,,,,,
1875,2,23,,,,MEXICO,,S. MEXICO,20.00,-105.00,88.00,,,,,
1875,3,18,18,0,51,ITALY,,ADRIATIC SEA,44.20,12.40,50.00,,,4.00,,
1875,3,28,,,,NEW CALEDONIA,,"LIFOU ISLAND, LOYALTY ISLANDS",-20.00,168.50,82.00,4.00,2.00,2.50,,25.00
1875,5,10,,,,VANUATU,,VANUATU ISLANDS,-18.50,168.00,82.00,,,0.50,,
1875,10,12,,,,USA,CA,N. CALIFORNIA,,,88.00,,,,,
1875,,,,,,PAPUA NEW GUINEA,,BISMARCK SEA,-6.00,147.00,82.00,,,,,
1876,5,28,,,,INDONESIA,,CERAM SEA,-3.00,127.25,83.00,0.30,,-1.00,,
1876,10,26,,,,JAPAN,,RYUKYU ISLANDS,,,85.00,,,1.00,,
1876,12,23,,,,ITALY,,LIGURIAN SEA,,,50.00,,,,,
1876,,,,,,INDIA,,BAY OF BENGAL,,,60.00,,,,,
1877,2,2,,,,USA,HI,S.W. COAST OF HAWAII,,,80.00,,,,,
1877,2,24,,,,USA,HI,S.W. COAST OF HAWAII,,,80.00,,,0.50,,
1877,4,16,,,,USA,CA,N. TO S. CALIFORNIA,35.00,-120.00,88.00,1.80,1.80,2.00,,
1877,5,4,,,,USA,HI,HAWAII,,,80.00,,,1.00,,
1877,5,10,0,59,,CHILE,,NORTHERN CHILE,-21.50,-70.50,89.00,24.00,4.40,3.50,,2385.00
1877,5,14,,,,PERU,,CENTRAL PERU,-12.07,-77.15,89.00,,,1.00,,
1877,5,15,,,,CHILE,,NORTHERN CHILE,-21.20,-70.10,89.00,,,,,
1877,6,15,,,,CHILE,,NORTHERN CHILE,-19.60,-70.20,89.00,,,,,
1877,8,23,,,,CHILE,,NORTHERN CHILE,-20.20,-70.10,89.00,1.00,,0.50,,
1877,9,2,,,,CHILE,,CENTRAL CHILE,-33.00,-71.60,89.00,,,0.50,,
1877,9,,,,,VIETNAM,,BINH THUAN,10.80,108.30,84.00,,,,,
1877,10,9,,,,CHILE,,NORTHERN CHILE,-24.00,-71.00,89.00,,,0.50,,
1877,10,11,,,,COLOMBIA,,BUENAVENTURA,3.88,-77.08,89.00,,,,,
1877,12,1,8,30,,NEW ZEALAND,,WAIPIRO BAY,-38.02,178.33,81.00,,,,,
1878,1,10,,,,VANUATU,,TANNA ISLAND,-19.00,168.50,82.00,12.00,3.60,3.00,,
1878,1,14,,,,USA,CA,CALIFORNIA,,,88.00,,,,,
1878,1,20,,,,USA,AK,"ALEUTIAN ISLANDS, AK",,,87.00,3.60,1.60,1.50,,
1878,1,23,12,5,,CHILE,,NORTHERN CHILE,-19.92,-70.34,89.00,,,,,
1878,1,27,,,,PERU,,CENTRAL PERU,-12.00,-77.00,89.00,,,1.50,,5.00
1878,1,28,,,,CHILE,,CENTRAL CHILE,-33.00,-71.60,89.00,,,1.50,,
1878,2,3,,,,CHILE,,NORTHERN CHILE,-20.20,-70.10,89.00,,,,,
1878,2,4,,,,PAPUA NEW GUINEA,,BISMARCK SEA,-4.25,152.25,82.00,,2.00,1.00,,1.00
1878,2,4,,,,PERU,,CENTRAL PERU,-12.00,-77.00,89.00,,,,,
1878,2,11,,,,VANUATU,,TANNA ISLAND,-19.00,168.50,82.00,,1.00,1.50,,
1878,2,14,,,,CHILE,,CENTRAL CHILE,-36.80,-73.00,89.00,,-0.50,0.00,,
1878,3,12,,,,CHILE,,NORTHERN CHILE,-20.20,-70.10,89.00,,-0.50,0.00,,
1878,4,12,,,,CHILE,,NORTHERN CHILE,-20.20,-70.10,89.00,,,0.50,,
1878,4,19,9,,,TURKEY,,GULF OF IZMIT,40.80,20.90,50.00,,,3.00,,40.00
1878,6,12,,,,CHILE,,NORTHERN CHILE,-23.70,-70.40,89.00,,,0.00,,
1878,6,30,,,,CHILE,,NORTHERN CHILE,-18.30,-70.50,89.00,,,0.00,,
1878,8,29,,,,USA,AK,"UNALASKA ISLAND, AK",54.00,-167.00,87.00,,1.00,1.50,,
1878,8,,,,,INDONESIA,,TAGRILAND ISLAND,,,83.00,,,,,
1878,8,,,,,VANUATU,,TANNA ISLAND,-19.00,168.50,82.00,,,,,
1878,9,30,,,,CHILE,,NORTHERN CHILE,-20.20,-70.20,89.00,,,0.50,,
1878,10,11,,,,RUSSIA,,TATAR STRAIT,,,86.00,,,,,
1878,11,22,,,,USA,CA,S. CALIFORNIA,35.18,-120.73,88.00,1.00,2.00,1.50,,1.00
1878,11,23,,,,CHILE,,CENTRAL CHILE,-33.00,-71.60,89.00,,,0.50,,
1879,2,4,,,,ITALY,,STROMBOLI ISLAND,38.79,15.21,50.00,,,,,
1879,4,27,6,45,,NEW ZEALAND,,GREYMOUTH,-42.45,171.21,81.00,0.90,,,,
1879,7,11,18,,,EGYPT,,GULF OF SUEZ,29.00,33.00,30.00,,,,,
1879,7,29,,,,CROATIA,,ADRIATIC SEA,,,50.00,,,3.00,,
1879,8,8,,,,CHILE,,CENTRAL CHILE,-33.00,-71.60,89.00,,,1.50,,
1879,8,10,21,7,,USA,CA,S. CALIFORNIA,34.23,-118.43,88.00,,,,,
1879,,,,,,USA,MA,"OFF COAST NANTUCKET, MASSACHUSETTS",41.28,-70.08,75.00,,,,,
1880,4,14,,,,NORWAY,,WESTERN NORWAY,62.08,7.12,73.00,,,3.00,,
1880,4,26,7,45,,ITALY,,CALIBRIAN ARC,37.27,14.68,50.00,,,,,
1880,7,18,4,40,,PHILIPPINES,,E. LUZON ISLAND,16.00,121.85,84.00,,,0.00,,20.00
1880,8,15,12,48,,CHILE,,CENTRAL CHILE,-31.62,-71.18,89.00,,,0.50,,2.00
1880,9,2,,,,GREECE,,IONIAN SEA,,,50.00,,,,,
1880,9,8,9,30,,NEW ZEALAND,,GISBORNE,-38.85,178.85,81.00,,,,,
1880,9,23,,,,AUSTRALIA,,SYDNEY HARBOR,-33.80,151.30,81.00,0.08,,,,
1880,9,29,4,,,USA,AK,"CHIRIKOF ISLAND, AK",55.80,-155.60,87.00,,,,,
1880,10,26,22,20,,USA,AK,"SITKA, AK",57.00,-136.00,87.00,1.80,5.90,0.00,,
1880,11,,,,,JAPAN,,"TOYAMA PREF., JAPAN",36.70,137.30,85.00,,1.00,1.00,,
1881,4,3,11,40,,GREECE,,"CHIOS ISLAND, AEGEAN ISLANDS",38.20,26.20,50.00,,,2.00,,
1881,4,11,,,,GREECE,,"CHIOS ISLAND, AEGEAN ISLANDS",38.20,26.20,50.00,,,,,
1881,6,29,,,,NEW ZEALAND,,PIGEON BAY (BANKS PENINSULA),-43.69,172.90,81.00,3.00,,,,
1881,7,12,,,,FIJI,,FIJI ISLANDS,-16.00,179.00,81.00,0.46,1.00,1.00,,
1881,7,14,,,,CHILE,,NORTHERN CHILE,-20.20,-70.10,89.00,1.40,0.50,1.00,,
1881,8,12,,,,JAMAICA,,KINGSTON,17.97,-76.80,74.00,0.46,,,,
1881,10,25,,,,JAPAN,,HOKKAIDO ISLAND,43.30,147.30,85.00,,,1.50,,
1881,10,27,,,,CHILE,,NORTHERN CHILE,-19.60,-70.20,89.00,,,,,
1881,11,24,,,,TONGA,,ISLAND OF TONGATAPU,,,81.00,,,,,
1881,12,15,20,,,GREECE,,AETOLIKO LAGOON,38.40,21.40,50.00,2.00,,3.00,,
1881,12,31,,,,INDIA,,BAY OF BENGAL: W OF CAR NICOBAR IS,8.52,92.43,60.00,1.22,0.30,,,
1882,1,,,,,SRI LANKA,,SRI LANKA,8.57,81.23,60.00,,,,,
1882,2,23,,,,CHILE,,CENTRAL CHILE,-33.58,-71.63,89.00,,,,,
1882,4,13,,,,NEW ZEALAND,,"GLENBURN, WAIRARAPA",-41.32,175.84,81.00,1.20,,,,
1882,9,7,7,50,,PANAMA,,SAN BLAS ARCHIPELAGO,10.00,-79.00,74.00,3.00,,1.00,,
1882,9,14,,,,CHILE,,NORTHERN CHILE,-19.60,-70.20,89.00,,,,,
1882,10,10,,,,INDONESIA,,BANDA SEA,-4.50,129.90,83.00,,,0.50,,
1882,12,9,,,,TAIWAN,,SOUTH CHINA SEA,24.50,120.50,84.00,,,,,8.00
1882,,,,,,VIETNAM,,BINH THUAN,10.80,108.10,84.00,,,,,
1882,,,,,,CHINA,,HUBEI PROVINCE,,,84.00,,,,,
1883,3,12,,,,MEXICO,,S. MEXICO,,,88.00,,,2.00,,
1883,3,24,,,,SAMOA,,SAMOA,,,81.00,,,1.00,,
1883,5,20,,,,INDONESIA,,"HORN ISLAND [AYER ISLAND], JAKARTA",-6.00,106.78,60.00,,,1.00,,
1883,5,31,,,,INDONESIA,,BANKA ISLAND,-2.25,106.00,60.00,,,0.00,,
1883,6,27,,,,GREECE,,IONIAN ISLANDS,39.50,20.00,50.00,,,3.00,,
1883,8,27,2,59,,INDONESIA,,KRAKATAU,-6.10,105.42,60.00,41.00,5.10,4.00,,36417.00
1883,10,6,19,4,,USA,AK,"COOK INLET, AK",59.40,-153.40,87.00,9.14,3.20,3.00,,8.00
1883,10,10,,,,INDONESIA,,JAVA-S. JAVA,-6.10,105.42,60.00,,,0.00,,
1883,11,14,,,,USA,HI,"PUUNALUU, HAWAII",19.13,-155.51,80.00,,,,,
1884,1,14,,,,URUGUAY,,MONTEVIDEO,-34.92,-56.17,71.00,,,,,
1884,1,25,,,,USA,CA,N. CALIFORNIA,38.00,-122.00,88.00,,,,,
1884,1,,,,,FIJI,,MACUATA,-16.00,179.00,81.00,,,,,
1884,2,,,,,INDONESIA,,KRAKATAU,-6.10,105.42,60.00,,,0.00,,
1884,7,20,9,30,,ERITREA,,OFFSHORE MASSAWA,15.70,39.60,30.00,,,,,
1884,8,10,19,7,,USA,NY,"ROCKAWAY BEACH, NEW YORK",40.60,-73.75,75.00,1.80,,,,
1884,9,19,,,,USA,MI,"IN THE DETROIT RIVER, MI",42.35,-82.95,75.00,,,,,
1884,11,5,,,,PANAMA,,GULF OF PANAMA,7.50,-79.00,88.00,,,,,
1884,11,12,,,,USA,CA,N. CALIFORNIA,40.00,-122.00,88.00,0.10,,-3.00,,
1884,11,15,,,,JAPAN,,OKAYAMA PREFECTURE,,,85.00,,,0.00,,
1884,12,21,,,,USA,CT,"NEW HAVEN, CT",41.31,-72.92,75.00,2.40,,,,
1885,1,16,8,,,FRANCE,,LIGURIAN SEA,,,50.00,,,4.00,,
1885,1,29,7,30,,ALGERIA,,ALGERIA,,,50.00,,,,,
1885,4,30,,,,INDONESIA,,MOLUCCAS ISLANDS,-2.50,127.50,83.00,1.20,,0.50,,
1885,7,29,,,,INDONESIA,,"AJERBANGIS, SUMATRA",0.00,99.50,60.00,,,0.00,,
1885,8,3,,,,INDONESIA,,SULAWESI ISLAND,1.10,124.30,83.00,,,0.00,,
1885,11,12,,,,CHILE,,NORTHERN CHILE,-20.20,-70.10,89.00,1.00,,0.50,,
1885,11,19,,,,USA,CA,N. CALIFORNIA,,,88.00,,,,,
1885,11,24,,,,USA,CA,N. CALIFORNIA,,,88.00,,,,,
1885,12,14,,,,INDONESIA,,BANDA ACEH,5.55,95.30,60.00,,,,,
1886,1,31,,,,INDONESIA,,BANDA ACEH,5.60,95.30,60.00,,,,,
1886,8,27,21,32,,GREECE,,IONIAN SEA,37.10,21.50,50.00,,,3.00,,
1886,8,29,,,,CHILE,,SC. CHILE,,,89.00,,,,,
1886,9,1,2,51,0,USA,SC,"CHARLESTON, SC",32.90,-80.00,75.00,,,,,
1886,12,,,,,NEW ZEALAND,,"JACKSON BAY, SOUTH ISLAND",-43.96,168.62,81.00,,,,,
1886,,,,,,BANGLADESH,,BAY OF BENGAL,,,60.00,,,,,
1887,2,2,,,,PHILIPPINES,,PANAY ISLAND,10.70,122.60,84.00,,,,,
1887,2,5,,,,USA,HI,HAWAII,19.00,-155.00,80.00,,,,,
1887,2,23,6,20,,ITALY,,LIGURIAN SEA,43.70,8.10,50.00,2.00,,3.00,,
1887,5,3,,,,MEXICO,,N. MEXICO,31.00,-109.00,88.00,,,1.00,,44.00
1887,5,19,,,,INDONESIA,,"SIGLI, ACEH, SUMATRA",5.40,96.00,60.00,,,,,
1887,7,8,,,,USA,CA,N. CALIFORNIA,,,88.00,0.06,,,,
1887,9,23,12,,,HAITI,,MOLE SAINT-NICOLAS,19.70,-74.40,74.00,,,,,
1887,10,3,,,,GREECE,,"PELOPONNESUS, GREECE",38.30,22.80,50.00,,,3.00,,
1888,3,13,,,,PAPUA NEW GUINEA,,RITTER ISLAND,-5.52,148.12,82.00,15.00,3.40,3.50,,
1888,3,21,,,,INDONESIA,,BREUEH ISLAND,5.80,95.00,60.00,,,,,
1888,4,23,,,,NORWAY,,MID-NORWAY,63.43,10.38,73.00,7.00,,3.00,,1.00
1888,6,5,,,,URUGUAY,,LA PLATA RIVER,-34.50,-57.90,71.00,,,,,
1888,6,13,,,,CHINA,,BOHAI GULF,38.50,119.00,84.00,,,,,
1888,7,30,8,27,,ITALY,,LIGURIAN SEA,,,50.00,,,3.00,,
1888,9,9,15,4,,GREECE,,GULF OF CORINTH,38.20,22.10,50.00,,,,,
1889,1,1,,,,USA,,HAWAII,,,80.00,,,,,
1889,3,8,,,,TONGA,,TONGA,,,81.00,11.00,,,,
1889,5,25,18,23,,PHILIPPINES,,MINDORO ISLAND,13.50,121.00,84.00,0.10,,-3.00,,
1889,8,16,,,,INDONESIA,,JAVA-S. JAVA,-6.05,105.92,60.00,,,1.00,,
1889,9,6,12,,,INDONESIA,,N. MOLUCCAS ISLANDS,1.00,126.25,83.00,4.00,1.00,2.50,,
1889,9,8,,,,USA,NJ,"ASBURY PARK, NJ",,,75.00,,,,,
1889,9,8,,,,INDONESIA,,MOLUCCAS ISLANDS,,,83.00,,,,,
1889,11,23,,,,INDONESIA,,JAVA,-7.00,113.50,60.00,,,1.00,,
1889,12,8,,,,ITALY,,GARGANO PENINSULA,42.05,15.50,50.00,,,,,
1890,7,11,7,55,,IRAN,,CASPIAN SEA,36.60,54.60,40.00,,,,,171.00
1891,1,15,3,55,,ALGERIA,,SEA OF ALBORAN,36.50,1.80,50.00,,,,,
1891,5,19,,,,INDONESIA,,"SIGLI, ACEH, SUMATRA",5.40,96.00,60.00,,,,,
1891,6,10,,,,INDONESIA,,N. MOLUCCAS ISLANDS,-0.50,127.50,83.00,,,0.50,,
1891,6,20,,,,INDONESIA,,BANDA SEA,-4.00,129.00,83.00,,,0.00,,
1891,6,22,23,0,,NEW ZEALAND,,NEW ZEALAND,-37.40,174.40,81.00,,,,,
1891,7,30,,,,MEXICO,,N. MEXICO,25.50,-103.50,88.00,,,1.00,,
1891,9,16,21,30,,NEW ZEALAND,,NEW BRIGHTON,-43.51,172.73,81.00,,,,,
1891,10,5,,,,INDONESIA,,TIMOR SEA,-9.00,124.00,60.00,,,0.50,,
1891,11,29,23,21,,USA,WA,WASHINGTON,48.00,-123.50,88.00,2.44,1.30,,,
1892,1,7,,,,INDONESIA,,"AURI, HALMAHERA",,,83.00,,,,,
1892,3,27,,,,CHILE,,NORTHERN CHILE,-18.50,-70.35,89.00,,,,,
1892,5,10,,,,URUGUAY,,MONTEVIDEO,-34.92,-56.17,71.00,,,,,
1892,5,16,11,10,,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14.00,143.30,81.00,,,0.50,,
1892,5,17,12,10,,INDONESIA,,NORTHEAST SUMATRA,2.50,99.50,60.00,,,1.00,,
1892,6,7,,,,INDONESIA,,"AWU VOLCANO, SANGIHE ISLAND",3.67,125.50,83.00,0.75,1.00,1.00,,1532.00
1892,8,30,,,,TONGA,,TOFUA,-19.75,-175.07,81.00,,,,,
1892,8,,,,,VANUATU,,ESPIRITU SANTO ISLAND,-15.25,166.83,82.00,,,1.50,,
1892,11,15,11,20,,ITALY,,TYRRHENIAN SEA,40.54,13.00,50.00,,,,,
1892,11,18,,,,INDONESIA,,SERAM ISLAND,-3.00,127.75,83.00,,,-1.00,,
1892,12,9,,,,JAPAN,,SW. HONSHU ISLAND,37.00,136.80,85.00,,,0.00,,1.00
1893,1,28,,,,GREECE,,SAMOTHRACE,,,50.00,,,,,
1893,2,9,,,,GREECE,,SAMOTHRACE,40.50,25.50,50.00,1.00,,3.00,,
1893,2,19,,,,JAMAICA,,KINGSTON,17.97,-76.80,74.00,,,,,
1893,4,17,5,6,,GREECE,,IONIAN SEA,37.70,20.90,50.00,,,,,
1893,6,4,2,27,0,RUSSIA,,S. KURIL ISLANDS,43.30,147.50,86.00,3.00,1.60,1.50,,
1893,6,13,,,,JAPAN,,"NEMURO, JAPAN",42.50,145.50,85.00,,,1.00,,
1893,6,14,,,,ALBANIA,,ALBANIAN COASTS,40.20,19.70,50.00,,,3.00,,
1893,6,21,6,50,,PHILIPPINES,,AGUSAN RIVER,6.90,125.80,84.00,,,,,
1893,7,31,,,,VANUATU,,"PORT VILA, EFATE ISLAND",-17.75,168.30,82.00,,,0.00,,
1893,8,27,,,,VANUATU,,"PORT VILA, EFATE ISLAND",-17.75,168.30,82.00,,,0.00,,
1894,3,22,10,23,,JAPAN,,SE. HOKKAIDO ISLAND,42.50,146.00,85.00,4.00,2.00,1.50,,1.00
1894,4,27,19,21,,GREECE,,NORTH EVOIKOS GULF,38.70,23.10,50.00,3.00,1.60,4.00,,
1894,5,10,,,,MEXICO,,OFF WEST COAST,25.40,-108.95,88.00,6.00,,,,
1894,7,10,12,33,,TURKEY,,MARMARA SEA,40.60,28.70,50.00,,,3.00,,
1894,10,22,8,35,,JAPAN,,"YAMAGATA, JAPAN",38.90,139.80,85.00,,-1.00,-1.00,,726.00
