Year,Month,Day,Hour,Minute,Second,FocalDepth,EQRichterMag,EQMomentMag,ModMercalli,Country,State,LocationName,Lat,Lon,DeathCount,Tsunami
1987,9,22,13,43,38,10,6,,,ECUADOR,,"ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA",-0.98,-78.05,2.00,No
1987,10,1,14,42,20,10,6,,8,USA,CA,CALIFORNIA:  WHITTIER,34.06,-118.08,8.00,No
1987,10,2,22,27,56,20,5,,4,PERU,,"PERU:  SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.14,-77.95,3.00,No
1987,10,4,10,59,38,8,5,,,USA,CA,"CALIFORNIA:  WHITTIER, PASADENA",34.07,-118.10,1.00,No
1987,11,24,1,54,15,5,6,,6,USA,CA,CALIFORNIA:  SUPERSTITION HILLS,33.08,-115.78,2.00,No
1987,12,17,2,8,20,63,6,,8,JAPAN,,"JAPAN:  HONSHU:  CHIBA PERFECTURE, TOKYO",35.36,140.21,,No
1987,2,6,13,16,18,48,6,,,JAPAN,,JAPAN:  EAST COAST HONSHU,36.99,141.69,,Yes
1987,2,8,18,33,58,55,8,,7,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  HUON PENINSULA, UMBOI ISLAND",-6.09,147.69,3.00,Yes
1987,3,5,9,17,5,62,7,,6,CHILE,,"CHILE:  ANTOFAGASTA, ARICA",-24.39,-70.16,1.00,Yes
1987,3,18,3,36,30,54,7,,,JAPAN,,"JAPAN:  KYUSHU:  MIYAZAKI, NAZE",32.03,131.84,2.00,Yes
1987,3,24,12,49,47,23,5,,,JAPAN,,JAPAN:  HONSHU ISLAND,37.45,137.87,,Yes
1987,6,18,14,3,17,75,6,6,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.72,162.33,,Yes
1987,7,6,2,49,43,48,7,,,VANUATU,,VANUATU ISLANDS,-14.07,167.83,,Yes
1987,10,6,4,19,6,16,7,,,TONGA,,TONGA ISLANDS,-17.94,-172.23,,Yes
1987,10,12,13,57,5,25,7,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON SEA,-7.29,154.37,,Yes
1987,10,16,20,48,2,48,8,,8,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, KIMBTE",-6.27,149.06,,Yes
1987,11,17,8,46,53,10,7,7,,USA,AK,ALASKA:  GULF OF ALASKA,58.59,-143.27,,Yes
1987,11,26,1,43,14,33,7,,,INDONESIA,,"INDONESIA:  TIMOR:  PANTAR, MOUNT SIRUNG",-8.25,124.16,125.00,Yes
1987,11,30,19,23,20,10,8,8,6,USA,AK,ALASKA:  YAKUTAT,58.68,-142.79,,Yes
1988,1,3,21,32,25,14,6,,,CHINA,,CHINA:  LINGWU,38.11,106.34,,No
1988,1,9,1,2,47,24,6,,7,ALBANIA,,"ALBANIA:  TIRANA, ULCINJ-BAR",41.25,19.63,,No
1988,1,22,0,35,58,5,6,,,AUSTRALIA,,AUSTRALIA:  TENNANT CREEK,-19.85,133.80,,No
1988,1,22,12,4,58,5,7,,9,AUSTRALIA,,AUSTRALIA:  TENNANT CREEK,-19.83,133.88,,No
1988,2,6,14,50,45,33,6,,,BANGLADESH,,BANGLADESH:  SYLHET; INDIA:  TIPURA-ASSAM,24.69,91.57,2.00,No
1988,3,30,2,12,43,33,6,,,IRAN,,"IRAN:  DEH DASHT, BAHBAHAN",30.89,50.19,,No
1988,6,19,20,19,53,17,6,6,7,PHILIPPINES,,"PHILIPPINES:  MINDORO:  SAN JOSE, CALAPAN",12.38,121.07,2.00,No
1988,7,20,23,15,37,51,6,,,TAIWAN,,"TAIWAN:  HUALIEN, SU-HUA",23.90,121.60,1.00,No
1988,8,11,16,4,46,33,6,,,IRAN,,"IRAN:  S, MAMASANI, BUSHEHR, NURABAD",29.97,51.68,,No
1988,8,20,23,9,10,57,7,,8,NEPAL,,"NEPAL-INDIA:  KATHMANDU, BIHAR",26.76,86.62,1091.00,No
1988,9,6,0,42,34,0,4,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  KAIAPIT (LANDSLIDE GENERATED),-6.06,146.23,,No
1988,9,25,20,52,15,11,5,,6,TAJIKISTAN,,"TAJIKISTAN:  ROSHTKALA, KHOROG",37.18,71.81,,No
1988,10,16,12,34,6,25,6,,8,GREECE,,"GREECE:  IONIAN SEA:  KILINI, VARTHOLOMION",37.94,20.93,,No
1988,10,31,10,12,58,12,6,,,ALGERIA,,"ALGERIA:  BLIDA, MEDEA-ALGIERS",36.44,2.76,,No
1988,11,3,14,47,11,69,6,,6,GUATEMALA,,"GUATEMALA:  S PALIN, SAN VICENTE PACAYA",13.88,-90.45,5.00,No
1988,11,3,19,42,18,33,6,,5,USA TERRITORY,PR,PUERTO RICO:  MONA PASSAGE:  CATANO,19.08,-67.26,,No
1988,11,6,13,3,19,18,7,,10,CHINA,,CHINA:  YUNNAN PROVINCE,22.79,99.61,738.00,No
1988,11,6,13,15,43,10,6,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.18,99.44,,No
1988,11,10,1,17,49,10,5,,,CHINA,,"CHINA:  E, QINZHOU-FANGCHENG, NANNING",21.23,108.55,,No
1988,11,12,3,34,49,16,5,,6,JAMAICA,,"JAMAICA:  ST ANDREW, JACKS HILL",18.07,-76.60,,No
1988,11,17,6,55,46,19,7,7,6,PHILIPPINES,,"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",12.40,124.54,,No
1988,11,21,16,55,53,11,5,,7,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL ISLAND,37.94,-26.14,,No
1988,11,25,23,46,5,29,6,,7,CANADA,,"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",48.12,-71.18,,No
1988,12,7,7,41,24,5,7,,10,ARMENIA,,"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",40.99,44.19,25000.00,No
1988,2,5,14,1,3,37,7,,,CHILE,,CHILE:  TALTAL,-24.75,-70.43,,Yes
1988,3,6,22,35,37,15,8,8,5,USA,AK,ALASKA:  GULF OF ALASKA:  ANCHORAGE,57.26,-142.75,,Yes
1988,6,24,2,6,26,53,5,,,PHILIPPINES,,PHILIPPINES:  LUZON:  LAOAG,18.61,121.01,,Yes
1988,7,5,20,32,7,53,7,,5,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW BRITAIN:  KANDRIAN, ARAWE",-5.96,148.78,,Yes
1988,8,6,0,36,25,91,7,,6,MYANMAR (BURMA),,"MYANMAR (BURMA);  INDIA:  GAUHATI, SIBSAGAR, IMPHAL",25.15,95.13,,Yes
1988,8,10,4,38,29,36,8,8,,SOLOMON ISLANDS,,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.26,160.90,1.00,Yes
1989,1,22,23,2,7,33,5,,7,TAJIKISTAN,,"TAJIKISTAN:  SHARORA, GISSAR",38.47,68.69,,No
1989,3,8,11,44,32,32,6,,,INDONESIA,,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",1.03,126.19,,No
1989,3,10,8,0,49,10,4,,,TURKEY,,"TURKEY:  ERZURUM, KARS",40.03,41.82,,No
1989,3,10,14,14,10,53,5,,5,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.35,152.80,,No
1989,3,10,21,49,46,30,6,,,MALAWI,,"MALAWI:  SALIMA, DEDZA, MOHINJI",-13.70,34.42,9.00,No
1989,4,15,20,34,9,13,6,,,CHINA,,CHINA:  SICHUAN PROVINCE:  BATANG,29.99,99.20,11.00,No
1989,4,25,14,29,1,19,7,,6,MEXICO,,"MEXICO:  MEXICO CITY, ACAPULCO",16.77,-99.33,,No
1989,5,3,9,13,24,33,5,,,IRAN,,"IRAN:  SW, SHIRAZ, MAMASANI",29.96,51.66,,No
1989,5,4,0,22,7,16,5,,,VENEZUELA,,"VENEZUELA:  FALCON, CARABOBO, CARACAS",11.04,-68.27,,No
1989,5,7,0,38,19,33,6,,,CHINA,,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",23.55,99.53,1.00,No
1989,5,27,20,8,37,31,6,,,IRAN,,"IRAN:  DO GOBADAN, FARS, YASUJ",30.17,50.92,114.00,No
1989,6,12,0,4,10,6,5,,,BANGLADESH,,BANGLADESH:  BANARIPARA,21.86,89.76,,No
1989,6,25,20,37,32,15,6,,7,ECUADOR,,"ECUADOR:  ESMERALDAS, GUAYAQUIL",1.13,-79.62,,No
1989,6,26,10,38,39,11,6,,6,AZORES (PORTUGAL),,"AZORES:  GRACIOSA, TERCEIRA",39.11,-28.24,,No
1989,7,9,2,9,9,5,5,,6,JAPAN,,"JAPAN:  HONSHU:  ITO, AJIRO",34.94,139.19,,No
1989,7,14,20,42,40,10,6,,,INDONESIA,,INDONESIA:  TIMOR:  ALOR,-8.08,125.13,,No
1989,8,1,0,18,5,14,6,,,INDONESIA,,"INDONESIA:  KURIMA DISTRICT, BALIEM RIVER",-4.51,139.02,,No
1989,8,3,7,42,41,18,5,,6,RUSSIA,,"RUSSIA:  GROZNYY, BUYNAKSK",43.52,45.36,,No
1989,8,20,11,16,57,12,6,,9,DJIBOUTI,,"DJIBOUTI:  GALAFI, YABAKI",11.77,41.94,2.00,No
1989,9,4,5,20,56,9,6,,,INDONESIA,,INDONESIA:  TEMBAGAPURA,-4.22,136.67,,No
1989,9,22,2,25,51,15,6,,,CHINA,,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,31.58,102.43,1.00,No
1989,10,1,2,59,6,42,5,,,IRAN,,IRAN:  DEH BORZORG-E SISAKHT,30.96,51.42,,No
1989,10,18,14,57,22,10,5,,8,CHINA,,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,39.89,113.88,29.00,No
1989,11,20,3,21,8,33,5,,,CHINA,,CHINA:  SICHUAN PROVINCE:  JIANGBEI COUNTY,29.88,106.80,4.00,No
1989,11,20,4,19,5,18,6,6,,IRAN,,"IRAN:  SHAHDAD, KERMAN PROVINCE",29.89,57.72,3.00,No
1989,12,15,18,43,45,24,8,8,6,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",8.34,126.73,2.00,No
1989,12,27,23,26,57,10,5,,8,AUSTRALIA,,AUSTRALIA:  NEWCASTLE,-32.97,151.62,12.00,No
1989,5,23,10,54,46,10,8,,7,AUSTRALIA,TAS,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.34,160.57,,Yes
1989,6,26,3,27,4,9,6,,6,USA,HI,HAWAIIAN ISLANDS:  PUNA DISTRICT,19.36,-155.08,,Yes
1989,9,4,13,14,58,11,7,,,USA,AK,ALASKA,55.54,-156.84,,Yes
1989,10,18,0,4,15,19,7,7,9,USA,CA,CALIFORNIA:  LOMA PRIETA,37.04,-121.88,62.00,Yes
1989,10,29,5,25,38,10,7,,,JAPAN,,JAPAN:  N. HONSHU ISLAND,39.57,143.33,,Yes
1989,10,29,19,9,13,6,6,,8,ALGERIA,,"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA",36.79,2.45,,Yes
1989,11,1,10,25,52,26,4,,,USA TERRITORY,PR,PUERTO RICO: MONA PASSAGE,18.99,-68.83,,Yes
1989,11,1,18,25,35,29,7,,6,JAPAN,,"JAPAN:  HONSHU: N, AOMORI, MISAWA",39.84,142.76,,Yes
1990,2,28,23,43,37,5,6,,7,USA,CA,"CALIFORNIA:  S,  CLAREMONT,  COVINA",34.14,-117.70,,No
1990,3,3,12,16,28,33,8,8,,FIJI,,FIJI ISLANDS,-22.12,175.16,,No
1990,3,4,19,46,20,10,6,,,PAKISTAN,,"PAKISTAN:  KALAT, QUETTA, MASTUNG",28.93,66.33,11.00,No
1990,3,25,14,17,19,33,6,,6,TAJIKISTAN,,TAJIKISTAN:  PAMIR MOUNTAINS,37.03,72.94,,No
1990,3,26,22,47,17,39,6,,4,PHILIPPINES,,PHILIPPINES:  SANTIAGO,9.25,125.61,1.00,No
1990,4,2,13,46,32,18,5,,6,UK,,"UNITED KINGDOM:  MANCHESTER, LIVERPOOL",52.31,-2.99,,No
1990,4,17,1,59,33,33,6,,,CHINA,,CHINA:  S XINJIANG:  WUQIA COUNTY,39.44,74.90,,No
1990,4,18,13,39,19,26,8,8,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,1.19,122.86,3.00,No
1990,4,18,19,38,9,47,5,,,IRAN,,IRAN:  HANNA,31.11,51.68,,No
1990,4,26,9,37,15,8,7,,,CHINA,,CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI,35.99,100.25,126.00,No
1990,5,5,7,21,30,10,5,,7,ITALY,,ITALY:  POTENZA,40.78,15.77,2.00,No
1990,5,13,4,23,10,21,6,,8,NEW ZEALAND,,"NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",-40.30,176.06,,No
1990,5,20,2,22,2,15,7,,,SUDAN,,"SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",5.12,32.15,31.00,No
1990,5,24,20,0,8,16,7,,,SUDAN,,"SUDAN:  JUBA, KAPENGURIA",5.36,31.85,,No
1990,5,30,2,34,6,24,7,,6,PERU,,PERU:  MOYABAMBA-RIOJO,-6.02,-77.23,200.00,No
1990,5,30,10,40,6,89,7,,6,ROMANIA,,"ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.84,26.67,14.00,No
1990,5,31,0,17,48,88,6,,5,ROMANIA,,"ROMANIA:  KISHINEV, CIS",45.81,26.77,,No
1990,6,8,0,31,50,10,5,,,COSTA RICA,,COSTA RICA:  SANTIAGO DE PURISCAL,9.86,-84.33,,No
1990,6,9,1,14,35,26,5,,6,PERU,,"PERU:  N, RIOJA, MOYOBAMBA, IQUITOS",-6.06,-77.14,1.00,No
1990,6,14,7,40,56,18,7,,6,PHILIPPINES,,"PHILIPPINES:  CULASI, PANAY",11.76,121.90,4.00,No
1990,6,14,12,47,29,58,7,,5,KAZAKHSTAN,,"KAZAKHSTAN:  UST, ZAYSAN",47.87,85.08,1.00,No
1990,6,17,4,51,46,15,6,,,PAKISTAN,,PAKISTAN:  BALUCHISTAN,27.40,65.72,,No
1990,6,21,9,2,15,15,5,,,IRAN,,"IRAN:  LOWSHAN, MANJIL",36.64,49.80,20.00,No
1990,7,6,0,16,20,14,5,,,INDONESIA,,"INDONESIA:  JAVA:  W, KUNINGAN, MAJALENGA",-6.90,108.12,,No
1990,7,13,14,20,43,217,6,,4,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH:  PIK LENINA,36.42,70.79,43.00,No
1990,7,16,7,26,35,25,8,,9,PHILIPPINES,,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",15.68,121.17,2412.00,No
1990,7,18,11,29,25,17,5,,,TURKEY,,"TURKEY:  CAMELI, DENIZLI",36.99,29.60,,No
1990,7,27,12,37,60,126,6,,5,VANUATU,,VANUATU ISLANDS:  ESPIRITU SANTO,-15.36,167.46,,No
1990,8,3,9,15,6,33,6,,7,KAZAKHSTAN,,"KAZAKHSTAN:  AKKAL, UST",47.96,84.96,,No
1990,8,11,2,59,55,5,4,,,ECUADOR,,"ECUADOR:  PAMASQUI,  QUITO",-0.06,-78.45,4.00,No
1990,9,26,23,8,24,5,4,,,SOUTH AFRICA,,SOUTH AFRICA:  WELKOM,-28.01,26.73,2.00,No
1990,9,27,21,12,33,33,5,,6,KAZAKHSTAN,,KAZAKHSTAN:  ZAYSAN,47.90,84.96,,No
1990,10,18,9,30,44,5,4,,,SOUTH AFRICA,,SOUTH AFRICA:  CHARLETONVILLE,-26.39,27.35,10.00,No
1990,10,20,8,7,28,12,6,,4,CHINA,,CHINA:  GANSU PROVINCE:  TIANZHU,37.09,103.78,4.00,No
1990,10,25,4,53,60,114,6,,4,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND",35.12,70.49,11.00,No
1990,11,6,18,45,52,11,7,,,IRAN,,"IRAN:  S, DARAB",28.25,55.46,22.00,No
1990,11,15,2,34,32,48,7,,,INDONESIA,,"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",3.91,97.46,1.00,No
1990,11,27,4,37,59,24,6,,8,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA:  TITOGRAD,43.85,16.63,,No
1990,12,1,18,9,29,29,5,,6,KYRGYZSTAN,,KYRGYZSTAN:  UZGEN,40.85,73.55,,No
1990,12,13,3,1,48,12,6,,4,TAIWAN,,"TAIWAN:  HUALIEN,  TAIPEI",23.92,121.64,2.00,No
1990,12,21,6,57,43,13,6,,7,GREECE,,"GREECE:  EDHESSA, KILKIS",41.00,22.30,1.00,No
1990,12,22,17,27,55,17,6,,8,COSTA RICA,,"COSTA RICA:  ALAJUELA, SANTIAGO DE PURISCAL",9.87,-84.30,2.00,No
1990,12,30,19,14,19,179,8,8,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-5.10,150.97,,No
1990,2,8,7,15,32,26,7,,7,PHILIPPINES,,"PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.76,124.69,,Yes
1990,2,20,6,53,40,14,6,,,JAPAN,,JAPAN:  NEAR S. COAST OF HONSHU,34.71,139.25,,Yes
1990,3,25,13,22,56,22,7,,8,COSTA RICA,,"COSTA RICA:  PUNTARENAS, SAN JOSE",9.92,-84.81,,Yes
1990,4,5,21,12,36,11,8,,4,USA TERRITORY,MP,NORTHERN MARIANA ISLANDS:  SAIPAN; GUAM,15.13,147.60,,Yes
1990,6,20,21,0,10,19,7,7,7,IRAN,,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",36.96,49.41,40000.00,Yes
1990,9,23,21,13,7,10,7,,,JAPAN,,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",33.27,138.64,,Yes
1990,12,13,0,24,26,11,5,,7,ITALY,,ITALY:  SICILY:  CARLENTINI,37.30,15.44,19.00,Yes
1990,12,13,19,50,18,10,6,,5,TAIWAN,,TAIWAN:  HUA-LIEN,23.72,121.63,,Yes
1991,1,5,14,57,12,20,7,,,MYANMAR (BURMA),,"MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",23.61,95.90,,No
1991,1,31,23,3,34,142,6,,7,AFGHANISTAN,,"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.99,70.42,848.00,No
1991,2,13,15,49,39,5,4,,,FRANCE,,FRANCE,44.89,6.76,9.00,No
1991,2,25,14,30,28,21,6,,,CHINA,,CHINA:  S XINJIANG:  KALPIN,40.39,78.96,,No
1991,3,25,18,2,42,10,6,,,CHINA,,"CHINA:  NE, DATONG",39.89,113.92,,No
1991,4,4,15,23,21,21,6,,5,PERU,,"PERU:  RIOJA, NEUVA CAJAMARCA",-6.04,-77.13,,No
1991,4,5,4,19,50,20,7,,7,PERU,,"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.98,-77.09,53.00,No
1991,4,18,9,18,30,33,5,,7,AFGHANISTAN,,AFGHANISTAN:  BADAKHSTAN PROVINCE,37.46,68.27,,No
1991,4,20,17,8,20,33,4,,,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  BADAKHSTAN, KABUL",36.42,70.91,,No
1991,4,24,10,54,36,33,5,,,TURKEY,,TURKEY:  ERZURUM PROVINCE,39.60,41.12,1.00,No
1991,4,29,9,12,48,17,7,,9,GEORGIA,,"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI",42.45,43.67,270.00,No
1991,5,4,3,42,55,10,6,,,PANAMA,,"PANAMA:  CHANGUINOLA, ALMIRANTE, BOCAS DEL TORO",9.54,-82.42,,No
1991,5,15,14,28,50,14,5,,5,GEORGIA,,GEORGIA:  KHEKHETI,42.57,43.35,,No
1991,5,26,10,59,49,33,5,,,MALAYSIA,,MALAYSIA:  KALIMANTAN:  RANAU,5.87,116.75,1.00,No
1991,6,15,0,59,20,9,6,,8,GEORGIA,,"GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA",42.46,44.01,8.00,No
1991,6,15,11,15,28,10,6,,,PHILIPPINES,,"PHILIPPINES:  LUZON:  MANILA, PINATUBO ERUPTION",15.12,120.36,800.00,No
1991,6,16,11,7,11,26,5,,,TURKEY,,TURKEY:  KAGIZMAN,39.98,42.88,,No
1991,6,20,5,18,53,31,8,8,6,INDONESIA,,"INDONESIA:  MINAHASSA:  GORONTALO, MAMADO",1.20,122.79,,No
1991,6,28,14,43,55,11,5,,7,USA,CA,"CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES",34.26,-118.00,2.00,No
1991,7,4,11,43,10,29,7,,,INDONESIA,,"INDONESIA:  TIMOR:  KALABAHI, DILI",-8.10,124.68,28.00,No
1991,7,12,10,42,21,11,6,6,8,ROMANIA,,"ROMANIA:  BANLOC, DETA, TIMISOARA",45.36,21.06,2.00,No
1991,7,18,11,56,31,12,6,6,8,ROMANIA,,ROMANIA:  ORSAVA,44.89,22.41,,No
1991,7,23,19,44,50,5,5,,5,PERU,,"PERU:  MACA, CHIVAY, YANQUE",-15.68,-71.57,92.00,No
1991,7,24,9,45,42,26,5,,8,IRAQ,,"IRAQ:  ARBIL,  DIBS",36.52,44.07,20.00,No
1991,8,9,9,33,50,5,5,,,COSTA RICA,,COSTA RICA:  CARTAGO,9.74,-84.05,,No
1991,8,17,6,18,34,10,5,,5,VENEZUELA,,VENEZUELA:  BARQUISIMETO,10.05,-69.95,,No
1991,8,17,19,29,40,12,6,,7,USA,CA,"CALIFORNIA:  HONEYDEW, WHITETHORN, PETROLIA",40.24,-124.35,,No
1991,9,8,13,50,31,88,6,,,NEW ZEALAND,,"NEW ZEALAND:  WELLINGTON, WANGANUI",-40.25,175.05,,No
1991,9,18,9,48,13,5,6,,6,GUATEMALA,,"GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA",14.65,-90.99,25.00,No
1991,10,19,21,23,14,10,7,,8,INDIA,,"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",30.78,78.77,2000.00,No
1991,11,4,1,50,32,39,5,,,IRAN,,IRAN:  BEHBAHAN,30.67,50.22,,No
1991,11,8,15,13,44,22,5,,,INDIA,,"INDIA:  JODHPUR, JAISALMER",26.32,70.61,,No
1991,11,19,22,28,51,21,6,,6,COLOMBIA,,"COLOMBIA:  CHACO, BUENAVENTURA, CALI",4.55,-77.44,2.00,No
1991,11,22,0,40,24,10,5,,,YEMEN,,YEMEN:  WESTERN  ARABIAN PENINSULA,13.89,44.07,11.00,No
1991,11,28,17,19,56,16,5,,,IRAN,,"IRAN:  RUDBAR, RASHT",36.92,49.60,1.00,No
1991,12,2,8,49,40,9,6,6,8,ROMANIA,,"ROMANIA:  VOITEG, DETA, BANLOC",45.50,21.12,,No
1991,2,9,16,18,58,10,7,7,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.93,159.14,,Yes
1991,2,16,1,23,40,39,6,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,48.27,154.33,,Yes
1991,2,21,2,35,34,20,7,7,,BERING SEA,AK,BERING SEA,58.43,-175.45,,Yes
1991,4,22,21,56,52,10,8,8,10,COSTA RICA,,"COSTA RICA:  LIMON, PANDORA",9.69,-83.07,89.00,Yes
1991,10,14,15,58,13,23,7,7,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.09,158.44,,Yes
1991,12,22,8,43,13,24,8,8,,RUSSIA,,"RUSSIA:  KAMCHATKA, KURIL ISLANDS",45.53,151.02,,Yes
1992,2,1,19,4,5,100,6,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,35.11,139.64,,No
1992,2,4,1,58,40,58,4,,,INDONESIA,,"INDONESIA:  JAWA, BREBES",-7.14,109.07,,No
1992,3,4,11,57,53,18,5,,,IRAN,,IRAN:  LORDEGAN ARDAL AREA,31.73,50.78,6.00,No
1992,3,13,17,18,40,27,7,,8,TURKEY,,TURKEY:  ERZINCAN,39.71,39.61,653.00,No
1992,4,13,1,20,1,21,5,,8,NETHERLANDS,,"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG",51.15,5.80,1.00,No
1992,4,23,4,50,23,12,6,,7,USA,CA,"CALIFORNIA:  JOSHUA TREE, ANGELUS OAKS",33.96,-116.32,,No
1992,5,15,8,8,3,50,6,,7,KYRGYZSTAN,,KYRGYZSTAN:  OSH; UZBEKISTAN:  ANDIZHAN,41.02,72.43,4.00,No
1992,5,20,12,20,33,16,6,,,PAKISTAN,,"PAKISTAN:  PESHAWAR, KOHAT, SHAKKAR KHEL",33.38,71.32,6.00,No
1992,5,25,16,55,4,23,7,,,CUBA,,"CUBA:  PILON, MANZANILLO",19.61,-77.87,,No
1992,6,28,11,57,34,1,8,,9,USA,CA,"CALIFORNIA: LANDERS, YUCCA  VALLEY",34.20,-116.44,3.00,No
1992,6,28,15,5,31,5,7,,8,USA,CA,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.20,-116.83,,No
1992,6,29,10,14,22,9,5,,,USA,NV,NEVADA-CALIFORNIA BORDER:  NEVADA TEST SITE,36.71,-116.29,,No
1992,8,19,2,4,37,27,8,,9,KYRGYZSTAN,,KYRGYZSTAN:  TOLUK,42.14,73.58,75.00,No
1992,8,28,0,50,50,9,6,,,PAKISTAN,,PAKISTAN:  KALAT,29.09,66.74,4.00,No
1992,9,8,0,38,15,18,5,,,IRAN,,IRAN:  FIRUZABAD,29.13,52.19,1.00,No
1992,9,11,3,57,27,11,7,,,CONGO,,CONGO:  KABALO,-6.09,26.65,8.00,No
1992,10,12,13,9,56,22,5,,,EGYPT,,EGYPT:  CAIRO,29.78,31.14,545.00,No
1992,10,17,8,32,41,14,7,,,COLOMBIA,,"COLOMBIA:  MURINDO, CALI",6.85,-76.81,,No
1992,10,18,15,11,59,10,7,,,COLOMBIA,,"COLOMBIA:  MURINDO, APARTADO, MEDELLIN",7.08,-76.86,11.00,No
1992,1,5,6,,,8,4,,,CHINA,,CHINA:  S. CHINA SEA,18.00,108.00,,Yes
1992,4,25,18,6,4,15,7,,8,USA,CA,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",40.37,-124.32,,Yes
1992,5,17,10,15,31,33,8,,,PHILIPPINES,,"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",7.19,126.76,,Yes
1992,5,27,5,13,39,19,7,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.12,165.24,,Yes
1992,7,18,8,36,59,29,7,,,JAPAN,,JAPAN:  HONSHU ISLAND,39.42,143.33,,Yes
1992,8,11,15,14,55,16,6,,,JAPAN,,JAPAN:  HONSHU:  S,32.54,141.64,,Yes
1992,9,2,0,16,3,40,8,,,NICARAGUA,,NICARAGUA:  MASACHAPA; COSTA RICA,11.73,-87.39,170.00,Yes
1992,12,12,5,29,26,28,8,8,,INDONESIA,,"INDONESIA:  FLORES REGION, MAUMERE, BABI",-8.48,121.90,2500.00,Yes
1993,1,15,11,6,6,102,8,8,6,JAPAN,,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.30,143.69,2.00,No
1993,1,26,20,32,7,33,6,6,,CHINA,,CHINA:  YUNNAN PROVINCE,23.03,101.06,,No
1993,1,27,10,27,6,33,5,,,IRAN,,IRAN:  NEHBANDAN,32.10,60.09,,No
1993,3,12,14,1,35,10,6,6,,WALLIS AND FUTUNA (FRENCH TERRITORY),,FUTUNA ISLAND,-14.39,-178.25,5.00,No
